Hour,Feature,Group,Mean,Std
173,LOWESSFluidOutput,NotRemoved,0.0,0.0
173,LOWESSFluidOutput,Removed,0.0,0.0
173,MeasuredPleuralPressure,NotRemoved,0.979,0.572
173,MeasuredPleuralPressure,Removed,1.606,0.626
174,AirLeakFlow,NotRemoved,1.023,1.17
174,AirLeakFlow,Removed,7.179,13.621
174,LOWESSFluidOutput,NotRemoved,0.0,0.0
174,LOWESSFluidOutput,Removed,0.0,0.0
174,MeasuredPleuralPressure,NotRemoved,1.068,0.469
174,MeasuredPleuralPressure,Removed,1.6,0.633
175,AirLeakFlow,NotRemoved,6.019,6.837
175,AirLeakFlow,Removed,5.853,9.316
175,LOWESSFluidOutput,NotRemoved,0.0,0.0
175,LOWESSFluidOutput,Removed,0.0,0.0
175,MeasuredPleuralPressure,NotRemoved,1.121,0.715
175,MeasuredPleuralPressure,Removed,1.602,0.62
176,AirLeakFlow,NotRemoved,15.865,12.683
176,AirLeakFlow,Removed,3.419,5.591
176,LOWESSFluidOutput,NotRemoved,0.0,0.0
176,LOWESSFluidOutput,Removed,0.0,0.0
176,MeasuredPleuralPressure,NotRemoved,1.044,0.536
176,MeasuredPleuralPressure,Removed,1.547,0.614
177,AirLeakFlow,NotRemoved,515.837,1727.098
177,AirLeakFlow,Removed,16.091,35.117
177,LOWESSFluidOutput,NotRemoved,0.0,0.0
177,LOWESSFluidOutput,Removed,0.0,0.0
177,MeasuredPleuralPressure,NotRemoved,1.068,0.646
177,MeasuredPleuralPressure,Removed,1.585,0.582
178,AirLeakFlow,NotRemoved,6.15,9.17
178,AirLeakFlow,Removed,25.226,37.788
178,LOWESSFluidOutput,NotRemoved,0.0,0.0
178,LOWESSFluidOutput,Removed,0.0,0.0
178,MeasuredPleuralPressure,NotRemoved,1.147,0.447
178,MeasuredPleuralPressure,Removed,1.584,0.648
179,AirLeakFlow,NotRemoved,0.973,1.27
179,AirLeakFlow,Removed,237.348,1141.593
179,LOWESSFluidOutput,NotRemoved,0.0,0.0
179,LOWESSFluidOutput,Removed,0.0,0.0
179,MeasuredPleuralPressure,NotRemoved,1.0,0.429
179,MeasuredPleuralPressure,Removed,1.625,0.638
180,AirLeakFlow,NotRemoved,2.21,2.173
180,AirLeakFlow,Removed,114.736,816.026
180,LOWESSFluidOutput,NotRemoved,0.0,0.0
180,LOWESSFluidOutput,Removed,0.0,0.0
180,MeasuredPleuralPressure,NotRemoved,1.102,0.497
180,MeasuredPleuralPressure,Removed,1.64,0.652
181,AirLeakFlow,NotRemoved,2.419,1.133
181,AirLeakFlow,Removed,1.287,1.12
181,LOWESSFluidOutput,NotRemoved,0.0,0.0
181,LOWESSFluidOutput,Removed,0.0,0.0
181,MeasuredPleuralPressure,NotRemoved,1.156,0.528
181,MeasuredPleuralPressure,Removed,1.554,0.658
182,AirLeakFlow,NotRemoved,13.818,42.835
182,AirLeakFlow,Removed,113.718,816.142
182,LOWESSFluidOutput,NotRemoved,0.0,0.0
182,LOWESSFluidOutput,Removed,0.0,0.0
182,MeasuredPleuralPressure,NotRemoved,1.108,0.54
182,MeasuredPleuralPressure,Removed,1.57,0.638
183,AirLeakFlow,NotRemoved,59.382,75.956
183,AirLeakFlow,Removed,18.116,46.346
183,LOWESSFluidOutput,NotRemoved,0.0,0.0
183,LOWESSFluidOutput,Removed,0.0,0.0
183,MeasuredPleuralPressure,NotRemoved,1.197,0.523
183,MeasuredPleuralPressure,Removed,1.582,0.626
184,AirLeakFlow,NotRemoved,48.518,74.339
184,AirLeakFlow,Removed,15.756,36.489
184,LOWESSFluidOutput,NotRemoved,0.0,0.0
184,LOWESSFluidOutput,Removed,0.0,0.0
184,MeasuredPleuralPressure,NotRemoved,1.175,0.602
184,MeasuredPleuralPressure,Removed,1.651,0.632
185,AirLeakFlow,NotRemoved,502.081,1731.396
185,AirLeakFlow,Removed,11.673,14.547
185,LOWESSFluidOutput,NotRemoved,0.0,0.0
185,LOWESSFluidOutput,Removed,0.0,0.0
185,MeasuredPleuralPressure,NotRemoved,1.136,0.564
185,MeasuredPleuralPressure,Removed,1.597,0.66
186,AirLeakFlow,NotRemoved,1.584,0.977
186,AirLeakFlow,Removed,45.849,176.48
186,LOWESSFluidOutput,NotRemoved,0.0,0.0
186,LOWESSFluidOutput,Removed,0.0,0.0
186,MeasuredPleuralPressure,NotRemoved,1.226,0.565
186,MeasuredPleuralPressure,Removed,1.639,0.692
187,AirLeakFlow,NotRemoved,1.481,0.991
187,AirLeakFlow,Removed,141.25,819.729
187,LOWESSFluidOutput,NotRemoved,0.0,0.0
187,LOWESSFluidOutput,Removed,0.0,0.0
187,MeasuredPleuralPressure,NotRemoved,1.176,0.63
187,MeasuredPleuralPressure,Removed,1.581,0.618
188,AirLeakFlow,NotRemoved,1.374,0.741
188,AirLeakFlow,Removed,116.463,815.799
188,LOWESSFluidOutput,NotRemoved,0.0,0.0
188,LOWESSFluidOutput,Removed,0.0,0.0
188,MeasuredPleuralPressure,NotRemoved,1.216,0.544
188,MeasuredPleuralPressure,Removed,1.619,0.622
189,AirLeakFlow,NotRemoved,503.37,1730.994
189,AirLeakFlow,Removed,231.536,1142.35
189,LOWESSFluidOutput,NotRemoved,0.0,0.0
189,LOWESSFluidOutput,Removed,0.0,0.0
189,MeasuredPleuralPressure,NotRemoved,1.262,0.651
189,MeasuredPleuralPressure,Removed,1.617,0.598
190,AirLeakFlow,NotRemoved,487.496,1678.827
190,AirLeakFlow,Removed,132.914,815.17
190,LOWESSFluidOutput,NotRemoved,0.0,0.0
190,LOWESSFluidOutput,Removed,0.0,0.0
190,MeasuredPleuralPressure,NotRemoved,1.128,0.661
190,MeasuredPleuralPressure,Removed,1.62,0.588
191,AirLeakFlow,NotRemoved,1.086,0.535
191,AirLeakFlow,Removed,24.756,51.123
191,LOWESSFluidOutput,NotRemoved,0.0,0.0
191,LOWESSFluidOutput,Removed,0.0,0.0
191,MeasuredPleuralPressure,NotRemoved,1.123,0.718
191,MeasuredPleuralPressure,Removed,1.596,0.64
192,AirLeakFlow,NotRemoved,1.405,1.689
192,AirLeakFlow,Removed,44.52,63.391
192,LOWESSFluidOutput,NotRemoved,0.0,0.0
192,LOWESSFluidOutput,Removed,0.0,0.0
192,MeasuredPleuralPressure,NotRemoved,1.188,0.679
192,MeasuredPleuralPressure,Removed,1.632,0.611
193,AirLeakFlow,NotRemoved,1.858,1.835
193,AirLeakFlow,Removed,34.171,46.625
193,LOWESSFluidOutput,NotRemoved,0.0,0.0
193,LOWESSFluidOutput,Removed,0.0,0.0
193,MeasuredPleuralPressure,NotRemoved,1.277,0.6
193,MeasuredPleuralPressure,Removed,1.641,0.587
194,AirLeakFlow,NotRemoved,2.97,1.834
194,AirLeakFlow,Removed,202.902,933.269
194,LOWESSFluidOutput,NotRemoved,0.0,0.0
194,LOWESSFluidOutput,Removed,0.0,0.0
194,MeasuredPleuralPressure,NotRemoved,1.176,0.635
194,MeasuredPleuralPressure,Removed,1.675,0.601
195,AirLeakFlow,NotRemoved,2.917,1.662
195,AirLeakFlow,Removed,123.937,815.573
195,LOWESSFluidOutput,NotRemoved,0.0,0.0
195,LOWESSFluidOutput,Removed,0.0,0.0
195,MeasuredPleuralPressure,NotRemoved,1.209,0.687
195,MeasuredPleuralPressure,Removed,1.674,0.602
196,AirLeakFlow,NotRemoved,3.073,2.25
196,AirLeakFlow,Removed,18.347,45.711
196,LOWESSFluidOutput,NotRemoved,0.0,0.0
196,LOWESSFluidOutput,Removed,0.0,0.0
196,MeasuredPleuralPressure,NotRemoved,1.218,0.631
196,MeasuredPleuralPressure,Removed,1.669,0.662
197,AirLeakFlow,NotRemoved,13.928,20.895
197,AirLeakFlow,Removed,5.388,11.91
197,LOWESSFluidOutput,NotRemoved,0.0,0.0
197,LOWESSFluidOutput,Removed,0.0,0.0
197,MeasuredPleuralPressure,NotRemoved,1.243,0.683
197,MeasuredPleuralPressure,Removed,1.632,0.621
198,AirLeakFlow,NotRemoved,509.276,1729.19
198,AirLeakFlow,Removed,120.824,815.287
198,LOWESSFluidOutput,NotRemoved,0.0,0.0
198,LOWESSFluidOutput,Removed,0.0,0.0
198,MeasuredPleuralPressure,NotRemoved,1.248,0.686
198,MeasuredPleuralPressure,Removed,1.674,0.621
199,AirLeakFlow,NotRemoved,2.004,2.011
199,AirLeakFlow,Removed,122.382,815.191
199,LOWESSFluidOutput,NotRemoved,0.0,0.0
199,LOWESSFluidOutput,Removed,0.0,0.0
199,MeasuredPleuralPressure,NotRemoved,1.146,0.687
199,MeasuredPleuralPressure,Removed,1.652,0.611
200,AirLeakFlow,NotRemoved,1.524,1.355
200,AirLeakFlow,Removed,19.18,44.55
200,LOWESSFluidOutput,NotRemoved,0.0,0.0
200,LOWESSFluidOutput,Removed,0.0,0.0
200,MeasuredPleuralPressure,NotRemoved,1.195,0.679
200,MeasuredPleuralPressure,Removed,1.7,0.635
201,AirLeakFlow,NotRemoved,1.693,1.629
201,AirLeakFlow,Removed,192.284,876.531
201,LOWESSFluidOutput,NotRemoved,0.0,0.0
201,LOWESSFluidOutput,Removed,0.0,0.0
201,MeasuredPleuralPressure,NotRemoved,1.113,0.64
201,MeasuredPleuralPressure,Removed,1.712,0.673
202,AirLeakFlow,NotRemoved,1.912,1.492
202,AirLeakFlow,Removed,25.648,65.552
202,LOWESSFluidOutput,NotRemoved,0.0,0.0
202,LOWESSFluidOutput,Removed,0.0,0.0
202,MeasuredPleuralPressure,NotRemoved,1.187,0.739
202,MeasuredPleuralPressure,Removed,1.741,0.686
203,AirLeakFlow,NotRemoved,0.869,0.947
203,AirLeakFlow,Removed,13.379,38.863
203,LOWESSFluidOutput,NotRemoved,0.0,0.0
203,LOWESSFluidOutput,Removed,0.0,0.0
203,MeasuredPleuralPressure,NotRemoved,1.22,0.721
203,MeasuredPleuralPressure,Removed,1.713,0.667
204,AirLeakFlow,NotRemoved,501.636,1731.537
204,AirLeakFlow,Removed,242.494,1140.673
204,LOWESSFluidOutput,NotRemoved,0.0,0.0
204,LOWESSFluidOutput,Removed,0.0,0.0
204,MeasuredPleuralPressure,NotRemoved,1.174,0.733
204,MeasuredPleuralPressure,Removed,1.68,0.63
205,AirLeakFlow,NotRemoved,1.702,1.49
205,AirLeakFlow,Removed,61.106,413.397
205,LOWESSFluidOutput,NotRemoved,0.0,0.0
205,LOWESSFluidOutput,Removed,0.0,0.0
205,MeasuredPleuralPressure,NotRemoved,1.204,0.736
205,MeasuredPleuralPressure,Removed,1.709,0.633
206,AirLeakFlow,NotRemoved,11.318,13.267
206,AirLeakFlow,Removed,4.413,6.455
206,LOWESSFluidOutput,NotRemoved,0.0,0.0
206,LOWESSFluidOutput,Removed,0.0,0.0
206,MeasuredPleuralPressure,NotRemoved,1.307,0.627
206,MeasuredPleuralPressure,Removed,1.667,0.693
207,AirLeakFlow,NotRemoved,8.71,11.611
207,AirLeakFlow,Removed,226.405,1142.941
207,LOWESSFluidOutput,NotRemoved,0.0,0.0
207,LOWESSFluidOutput,Removed,0.0,0.0
207,MeasuredPleuralPressure,NotRemoved,1.29,0.647
207,MeasuredPleuralPressure,Removed,1.676,0.63
208,AirLeakFlow,NotRemoved,2.322,1.21
208,AirLeakFlow,Removed,120.359,815.554
208,LOWESSFluidOutput,NotRemoved,0.0,0.0
208,LOWESSFluidOutput,Removed,0.0,0.0
208,MeasuredPleuralPressure,NotRemoved,1.228,0.772
208,MeasuredPleuralPressure,Removed,1.731,0.612
209,AirLeakFlow,NotRemoved,502.33,1731.317
209,AirLeakFlow,Removed,6.567,19.214
209,LOWESSFluidOutput,NotRemoved,0.0,0.0
209,LOWESSFluidOutput,Removed,0.0,0.0
209,MeasuredPleuralPressure,NotRemoved,1.186,0.762
209,MeasuredPleuralPressure,Removed,1.679,0.618
210,AirLeakFlow,NotRemoved,2.147,1.099
210,AirLeakFlow,Removed,1.305,1.222
210,LOWESSFluidOutput,NotRemoved,0.0,0.0
210,LOWESSFluidOutput,Removed,0.0,0.0
210,MeasuredPleuralPressure,NotRemoved,1.286,0.794
210,MeasuredPleuralPressure,Removed,1.682,0.64
211,AirLeakFlow,NotRemoved,11.385,16.233
211,AirLeakFlow,Removed,7.942,17.059
211,LOWESSFluidOutput,NotRemoved,0.0,0.0
211,LOWESSFluidOutput,Removed,0.0,0.0
211,MeasuredPleuralPressure,NotRemoved,1.217,0.721
211,MeasuredPleuralPressure,Removed,1.712,0.645
212,AirLeakFlow,NotRemoved,13.207,17.277
212,AirLeakFlow,Removed,121.669,815.222
212,LOWESSFluidOutput,NotRemoved,0.0,0.0
212,LOWESSFluidOutput,Removed,0.0,0.0
212,MeasuredPleuralPressure,NotRemoved,1.224,0.617
212,MeasuredPleuralPressure,Removed,1.686,0.594
213,AirLeakFlow,NotRemoved,2.988,5.634
213,AirLeakFlow,Removed,9.73,14.809
213,LOWESSFluidOutput,NotRemoved,0.0,0.0
213,LOWESSFluidOutput,Removed,0.0,0.0
213,MeasuredPleuralPressure,NotRemoved,1.255,0.533
213,MeasuredPleuralPressure,Removed,1.699,0.642
214,AirLeakFlow,NotRemoved,2.008,1.007
214,AirLeakFlow,Removed,8.384,15.83
214,LOWESSFluidOutput,NotRemoved,0.0,0.0
214,LOWESSFluidOutput,Removed,0.0,0.0
214,MeasuredPleuralPressure,NotRemoved,1.153,0.731
214,MeasuredPleuralPressure,Removed,1.732,0.661
215,AirLeakFlow,NotRemoved,1.605,1.055
215,AirLeakFlow,Removed,227.5,1142.777
215,LOWESSFluidOutput,NotRemoved,0.0,0.0
215,LOWESSFluidOutput,Removed,0.0,0.0
215,MeasuredPleuralPressure,NotRemoved,1.322,0.721
215,MeasuredPleuralPressure,Removed,1.685,0.622
216,AirLeakFlow,NotRemoved,1.779,1.245
216,AirLeakFlow,Removed,8.754,20.807
216,LOWESSFluidOutput,NotRemoved,0.0,0.0
216,LOWESSFluidOutput,Removed,0.0,0.0
216,MeasuredPleuralPressure,NotRemoved,1.328,0.677
216,MeasuredPleuralPressure,Removed,1.709,0.643
217,AirLeakFlow,NotRemoved,1.37,1.149
217,AirLeakFlow,Removed,341.924,1385.33
217,LOWESSFluidOutput,NotRemoved,0.0,0.0
217,LOWESSFluidOutput,Removed,0.0,0.0
217,MeasuredPleuralPressure,NotRemoved,1.388,0.667
217,MeasuredPleuralPressure,Removed,1.697,0.687
218,AirLeakFlow,NotRemoved,1.098,0.712
218,AirLeakFlow,Removed,65.235,381.104
218,LOWESSFluidOutput,NotRemoved,0.0,0.0
218,LOWESSFluidOutput,Removed,0.0,0.0
218,MeasuredPleuralPressure,NotRemoved,1.286,0.628
218,MeasuredPleuralPressure,Removed,1.707,0.617
219,AirLeakFlow,NotRemoved,1.593,1.834
219,AirLeakFlow,Removed,83.565,414.703
219,LOWESSFluidOutput,NotRemoved,0.0,0.0
219,LOWESSFluidOutput,Removed,0.0,0.0
219,MeasuredPleuralPressure,NotRemoved,1.289,0.618
219,MeasuredPleuralPressure,Removed,1.766,0.696
220,AirLeakFlow,NotRemoved,1.511,1.371
220,AirLeakFlow,Removed,4.089,9.642
220,LOWESSFluidOutput,NotRemoved,0.0,0.0
220,LOWESSFluidOutput,Removed,0.0,0.0
220,MeasuredPleuralPressure,NotRemoved,1.271,0.673
220,MeasuredPleuralPressure,Removed,1.673,0.644
221,AirLeakFlow,NotRemoved,2.026,0.787
221,AirLeakFlow,Removed,7.769,21.892
221,LOWESSFluidOutput,NotRemoved,0.0,0.0
221,LOWESSFluidOutput,Removed,0.0,0.0
221,MeasuredPleuralPressure,NotRemoved,1.304,0.678
221,MeasuredPleuralPressure,Removed,1.703,0.64
222,AirLeakFlow,NotRemoved,1.976,1.246
222,AirLeakFlow,Removed,20.653,95.504
222,LOWESSFluidOutput,NotRemoved,0.0,0.0
222,LOWESSFluidOutput,Removed,0.0,0.0
222,MeasuredPleuralPressure,NotRemoved,1.198,0.689
222,MeasuredPleuralPressure,Removed,1.698,0.681
223,AirLeakFlow,NotRemoved,508.151,1729.567
223,AirLeakFlow,Removed,3.812,9.699
223,LOWESSFluidOutput,NotRemoved,0.0,0.0
223,LOWESSFluidOutput,Removed,0.0,0.0
223,MeasuredPleuralPressure,NotRemoved,1.332,0.769
223,MeasuredPleuralPressure,Removed,1.726,0.632
224,AirLeakFlow,NotRemoved,114.879,59.302
224,AirLeakFlow,Removed,88.762,620.128
224,LOWESSFluidOutput,NotRemoved,0.0,0.0
224,LOWESSFluidOutput,Removed,0.0,0.0
224,MeasuredPleuralPressure,NotRemoved,1.323,0.673
224,MeasuredPleuralPressure,Removed,1.749,0.641
225,AirLeakFlow,NotRemoved,545.973,1718.192
225,AirLeakFlow,Removed,4.291,7.714
225,LOWESSFluidOutput,NotRemoved,0.0,0.0
225,LOWESSFluidOutput,Removed,0.0,0.0
225,MeasuredPleuralPressure,NotRemoved,1.338,0.724
225,MeasuredPleuralPressure,Removed,1.729,0.67
226,AirLeakFlow,NotRemoved,1.144,0.642
226,AirLeakFlow,Removed,64.013,450.79
226,LOWESSFluidOutput,NotRemoved,0.0,0.0
226,LOWESSFluidOutput,Removed,0.0,0.0
226,MeasuredPleuralPressure,NotRemoved,1.337,0.662
226,MeasuredPleuralPressure,Removed,1.69,0.649
227,AirLeakFlow,NotRemoved,0.424,0.129
227,AirLeakFlow,Removed,229.762,1142.319
227,LOWESSFluidOutput,NotRemoved,0.0,0.0
227,LOWESSFluidOutput,Removed,0.0,0.0
227,MeasuredPleuralPressure,NotRemoved,0.682,0.164
227,MeasuredPleuralPressure,Removed,1.772,0.655
228,AirLeakFlow,NotRemoved,0.465,0.138
228,AirLeakFlow,Removed,6.511,12.43
228,LOWESSFluidOutput,NotRemoved,0.0,0.0
228,LOWESSFluidOutput,Removed,0.0,0.0
228,MeasuredPleuralPressure,NotRemoved,0.743,0.132
228,MeasuredPleuralPressure,Removed,1.751,0.689
229,AirLeakFlow,NotRemoved,22.242,15.853
229,AirLeakFlow,Removed,114.845,816.035
229,LOWESSFluidOutput,NotRemoved,0.0,0.0
229,LOWESSFluidOutput,Removed,0.0,0.0
229,MeasuredPleuralPressure,NotRemoved,0.669,0.135
229,MeasuredPleuralPressure,Removed,1.767,0.712
230,AirLeakFlow,NotRemoved,10.812,9.542
230,AirLeakFlow,Removed,25.122,139.222
230,LOWESSFluidOutput,NotRemoved,0.0,0.0
230,LOWESSFluidOutput,Removed,0.0,0.0
230,MeasuredPleuralPressure,NotRemoved,0.807,0.153
230,MeasuredPleuralPressure,Removed,1.734,0.711
231,AirLeakFlow,NotRemoved,0.845,0.611
231,AirLeakFlow,Removed,15.213,32.174
231,LOWESSFluidOutput,NotRemoved,0.0,0.0
231,LOWESSFluidOutput,Removed,0.0,0.0
231,MeasuredPleuralPressure,NotRemoved,0.862,0.195
231,MeasuredPleuralPressure,Removed,1.71,0.658
232,AirLeakFlow,NotRemoved,1.708,2.119
232,AirLeakFlow,Removed,25.247,54.556
232,LOWESSFluidOutput,NotRemoved,0.0,0.0
232,LOWESSFluidOutput,Removed,0.0,0.0
232,MeasuredPleuralPressure,NotRemoved,0.754,0.14
232,MeasuredPleuralPressure,Removed,1.757,0.668
233,AirLeakFlow,NotRemoved,2.634,1.063
233,AirLeakFlow,Removed,86.734,290.249
233,LOWESSFluidOutput,NotRemoved,0.0,0.0
233,LOWESSFluidOutput,Removed,0.0,0.0
233,MeasuredPleuralPressure,NotRemoved,0.839,0.117
233,MeasuredPleuralPressure,Removed,1.9,0.453
234,AirLeakFlow,NotRemoved,1.929,1.372
234,AirLeakFlow,Removed,20.023,49.215
234,LOWESSFluidOutput,NotRemoved,0.0,0.0
234,LOWESSFluidOutput,Removed,0.0,0.0
234,MeasuredPleuralPressure,NotRemoved,0.809,0.174
234,MeasuredPleuralPressure,Removed,1.899,0.451
235,AirLeakFlow,NotRemoved,2.361,1.27
235,AirLeakFlow,Removed,145.792,925.375
235,LOWESSFluidOutput,NotRemoved,0.0,0.0
235,LOWESSFluidOutput,Removed,0.0,0.0
235,MeasuredPleuralPressure,NotRemoved,0.853,0.166
235,MeasuredPleuralPressure,Removed,1.795,0.447
236,AirLeakFlow,NotRemoved,2.244,1.107
236,AirLeakFlow,Removed,439.239,1561.063
236,LOWESSFluidOutput,NotRemoved,0.0,0.0
236,LOWESSFluidOutput,Removed,0.0,0.0
236,MeasuredPleuralPressure,NotRemoved,0.663,0.222
236,MeasuredPleuralPressure,Removed,1.818,0.415
237,AirLeakFlow,NotRemoved,29.07,25.956
237,AirLeakFlow,Removed,21.949,32.778
237,LOWESSFluidOutput,NotRemoved,0.0,0.0
237,LOWESSFluidOutput,Removed,0.0,0.0
237,MeasuredPleuralPressure,NotRemoved,0.887,0.142
237,MeasuredPleuralPressure,Removed,1.906,0.413
238,AirLeakFlow,NotRemoved,42.052,11.331
238,AirLeakFlow,Removed,6.894,10.713
238,LOWESSFluidOutput,NotRemoved,0.0,0.0
238,LOWESSFluidOutput,Removed,0.0,0.0
238,MeasuredPleuralPressure,NotRemoved,0.779,0.141
238,MeasuredPleuralPressure,Removed,1.843,0.459
239,AirLeakFlow,NotRemoved,1.079,0.968
239,AirLeakFlow,Removed,147.289,925.143
239,LOWESSFluidOutput,NotRemoved,0.0,0.0
239,LOWESSFluidOutput,Removed,0.0,0.0
239,MeasuredPleuralPressure,NotRemoved,0.85,0.137
239,MeasuredPleuralPressure,Removed,1.79,0.45
240,AirLeakFlow,NotRemoved,21.438,32.457
240,AirLeakFlow,Removed,7.281,11.725
240,LOWESSFluidOutput,NotRemoved,0.0,0.0
240,LOWESSFluidOutput,Removed,0.0,0.0
240,MeasuredPleuralPressure,NotRemoved,0.709,0.199
240,MeasuredPleuralPressure,Removed,1.853,0.431
241,AirLeakFlow,NotRemoved,64.656,30.526
241,AirLeakFlow,Removed,15.827,21.379
241,LOWESSFluidOutput,NotRemoved,0.0,0.0
241,LOWESSFluidOutput,Removed,0.0,0.0
241,MeasuredPleuralPressure,NotRemoved,0.806,0.247
241,MeasuredPleuralPressure,Removed,1.814,0.434
242,AirLeakFlow,NotRemoved,35.17,36.935
242,AirLeakFlow,Removed,20.517,29.99
242,LOWESSFluidOutput,NotRemoved,0.0,0.0
242,LOWESSFluidOutput,Removed,0.0,0.0
242,MeasuredPleuralPressure,NotRemoved,0.726,0.139
242,MeasuredPleuralPressure,Removed,1.859,0.489
243,AirLeakFlow,NotRemoved,0.316,0.175
243,AirLeakFlow,Removed,23.726,54.748
243,LOWESSFluidOutput,NotRemoved,0.0,0.0
243,LOWESSFluidOutput,Removed,0.0,0.0
243,MeasuredPleuralPressure,NotRemoved,0.885,0.243
243,MeasuredPleuralPressure,Removed,1.896,0.476
244,AirLeakFlow,NotRemoved,0.914,0.57
244,AirLeakFlow,Removed,76.709,424.127
244,LOWESSFluidOutput,NotRemoved,0.0,0.0
244,LOWESSFluidOutput,Removed,0.0,0.0
244,MeasuredPleuralPressure,NotRemoved,0.828,0.159
244,MeasuredPleuralPressure,Removed,1.839,0.482
245,AirLeakFlow,NotRemoved,1.227,0.899
245,AirLeakFlow,Removed,15.603,37.476
245,LOWESSFluidOutput,NotRemoved,0.0,0.0
245,LOWESSFluidOutput,Removed,0.0,0.0
245,MeasuredPleuralPressure,NotRemoved,0.795,0.154
245,MeasuredPleuralPressure,Removed,1.833,0.497
246,AirLeakFlow,NotRemoved,2.341,1.612
246,AirLeakFlow,Removed,9.097,31.595
246,LOWESSFluidOutput,NotRemoved,0.0,0.0
246,LOWESSFluidOutput,Removed,0.0,0.0
246,MeasuredPleuralPressure,NotRemoved,0.711,0.146
246,MeasuredPleuralPressure,Removed,1.862,0.534
247,AirLeakFlow,NotRemoved,5.948,7.677
247,AirLeakFlow,Removed,7.42,14.035
247,LOWESSFluidOutput,NotRemoved,0.0,0.0
247,LOWESSFluidOutput,Removed,0.0,0.0
247,MeasuredPleuralPressure,NotRemoved,0.756,0.112
247,MeasuredPleuralPressure,Removed,1.867,0.527
248,AirLeakFlow,NotRemoved,6.102,4.953
248,AirLeakFlow,Removed,4.27,10.67
248,LOWESSFluidOutput,NotRemoved,0.0,0.0
248,LOWESSFluidOutput,Removed,0.0,0.0
248,MeasuredPleuralPressure,NotRemoved,0.8,0.102
248,MeasuredPleuralPressure,Removed,1.818,0.572
249,AirLeakFlow,NotRemoved,4.644,4.738
249,AirLeakFlow,Removed,146.626,925.29
249,LOWESSFluidOutput,NotRemoved,0.0,0.0
249,LOWESSFluidOutput,Removed,0.0,0.0
249,MeasuredPleuralPressure,NotRemoved,0.829,0.299
249,MeasuredPleuralPressure,Removed,1.881,0.528
250,AirLeakFlow,NotRemoved,1.354,0.771
250,AirLeakFlow,Removed,152.308,895.825
250,LOWESSFluidOutput,NotRemoved,0.0,0.0
250,LOWESSFluidOutput,Removed,0.0,0.0
250,MeasuredPleuralPressure,NotRemoved,0.764,0.174
250,MeasuredPleuralPressure,Removed,1.84,0.571
251,AirLeakFlow,NotRemoved,31.759,22.329
251,AirLeakFlow,Removed,147.827,925.162
251,LOWESSFluidOutput,NotRemoved,0.0,0.0
251,LOWESSFluidOutput,Removed,0.0,0.0
251,MeasuredPleuralPressure,NotRemoved,0.6,0.144
251,MeasuredPleuralPressure,Removed,1.841,0.521
252,AirLeakFlow,NotRemoved,31.077,26.143
252,AirLeakFlow,Removed,78.539,431.868
252,LOWESSFluidOutput,NotRemoved,0.0,0.0
252,LOWESSFluidOutput,Removed,0.0,0.0
252,MeasuredPleuralPressure,NotRemoved,0.914,0.147
252,MeasuredPleuralPressure,Removed,1.912,0.507
253,AirLeakFlow,NotRemoved,3.282,0.671
253,AirLeakFlow,Removed,297.722,1290.775
253,LOWESSFluidOutput,NotRemoved,0.0,0.0
253,LOWESSFluidOutput,Removed,0.0,0.0
253,MeasuredPleuralPressure,NotRemoved,0.79,0.195
253,MeasuredPleuralPressure,Removed,1.874,0.515
254,AirLeakFlow,NotRemoved,70.564,14.044
254,AirLeakFlow,Removed,152.517,924.538
254,LOWESSFluidOutput,NotRemoved,0.0,0.0
254,LOWESSFluidOutput,Removed,0.0,0.0
254,MeasuredPleuralPressure,NotRemoved,0.749,0.177
254,MeasuredPleuralPressure,Removed,1.846,0.538
255,AirLeakFlow,NotRemoved,41.197,40.693
255,AirLeakFlow,Removed,151.327,924.538
255,LOWESSFluidOutput,NotRemoved,0.0,0.0
255,LOWESSFluidOutput,Removed,0.0,0.0
255,MeasuredPleuralPressure,NotRemoved,0.775,0.228
255,MeasuredPleuralPressure,Removed,1.846,0.505
256,AirLeakFlow,NotRemoved,8.067,4.692
256,AirLeakFlow,Removed,13.993,30.241
256,LOWESSFluidOutput,NotRemoved,0.0,0.0
256,LOWESSFluidOutput,Removed,0.0,0.0
256,MeasuredPleuralPressure,NotRemoved,0.843,0.232
256,MeasuredPleuralPressure,Removed,1.832,0.469
257,AirLeakFlow,NotRemoved,1.712,1.185
257,AirLeakFlow,Removed,392.341,1412.242
257,LOWESSFluidOutput,NotRemoved,0.0,0.0
257,LOWESSFluidOutput,Removed,0.0,0.0
257,MeasuredPleuralPressure,NotRemoved,0.748,0.16
257,MeasuredPleuralPressure,Removed,1.833,0.496
258,AirLeakFlow,NotRemoved,8.96,13.264
258,AirLeakFlow,Removed,9.032,25.16
258,LOWESSFluidOutput,NotRemoved,0.0,0.0
258,LOWESSFluidOutput,Removed,0.0,0.0
258,MeasuredPleuralPressure,NotRemoved,0.69,0.201
258,MeasuredPleuralPressure,Removed,1.848,0.515
259,AirLeakFlow,NotRemoved,29.619,14.659
259,AirLeakFlow,Removed,25.669,50.533
259,LOWESSFluidOutput,NotRemoved,0.0,0.0
259,LOWESSFluidOutput,Removed,0.0,0.0
259,MeasuredPleuralPressure,NotRemoved,0.676,0.195
259,MeasuredPleuralPressure,Removed,1.865,0.488
